household_key,base_8w_avg_cats,eval_end_8w_cats,cat_ratio,cat_fire,widen_15,drop70
1234,65.37037037037037,75,1.1473087818696885,False,False,False
1236,55.148148148148145,36,0.6527871054398926,True,True,True
1238,73.03703703703704,56,0.7667342799188641,False,True,True
1240,69.48148148148148,90,1.2953091684434968,False,False,False
1246,53.851851851851855,32,0.594222833562586,True,True,False
1247,78.5925925925926,60,0.7634307257304429,False,False,False
1248,70.55555555555556,25,0.3543307086614173,True,False,True
1260,94.33333333333333,91,0.9646643109540637,False,True,False
1263,72.70370370370371,22,0.30259806418746815,True,True,True
1264,69.22222222222223,26,0.3756019261637239,True,False,True
1272,97.96296296296296,90,0.9187145557655955,False,False,False
1274,67.66666666666667,70,1.0344827586206895,False,True,False
1277,74.18518518518519,31,0.41787319021467795,True,False,False
1282,73.4074074074074,67,0.9127144298688195,False,False,False
1305,52.111111111111114,22,0.42217484008528783,True,True,True
1312,82.51851851851852,42,0.5089766606822262,True,True,True
1314,90.11111111111111,73,0.8101109741060419,False,True,False
1318,63.44444444444444,59,0.9299474605954466,False,False,False
1333,76.14814814814815,88,1.1556420233463034,False,False,False
1336,55.44444444444444,70,1.2625250501002003,False,True,False
1337,107.33333333333333,117,1.0900621118012424,False,False,False
1349,72.11111111111111,71,0.9845916795069337,False,False,True
1352,75.33333333333333,69,0.9159292035398231,False,False,False
1367,89.4074074074074,94,1.0513670256835128,False,False,False
1370,58.111111111111114,59,1.0152963671128106,False,False,False
1376,98.51851851851852,80,0.8120300751879699,False,True,False
1378,59.2962962962963,55,0.9275452841973766,False,False,False
1379,86.74074074074075,101,1.164389410760034,False,True,False
1385,60.111111111111114,51,0.8484288354898336,False,True,False
1388,53.48148148148148,46,0.8601108033240997,False,True,False
1391,72.14814814814815,85,1.1781314168377823,False,False,False
1396,87.5925925925926,85,0.9704016913319239,False,False,True
1419,92.62962962962963,66,0.712514994002399,False,True,True
1430,107.48148148148148,114,1.0606478290833907,False,False,False
1437,69.48148148148148,35,0.503731343283582,True,True,True
1453,130.2962962962963,136,1.0437748720864126,False,True,False
1461,60.074074074074076,48,0.7990135635018495,False,True,False
1475,75.22222222222223,88,1.1698670605612997,False,False,False
1476,52.81481481481482,45,0.8520336605890603,False,True,False
1479,69.14814814814815,86,1.2437064809855383,False,False,False
1489,104.11111111111111,106,1.0181430096051227,False,False,False
1491,76.48148148148148,68,0.8891041162227603,False,False,False
