segment_type,segment_value,promo_group,pair_weeks,products,stores,product_store_pairs,avg_weekly_sales,median_weekly_sales,sales_incidence_rate,avg_buyer_count,avg_sales_per_visitor,avg_buyer_penetration_rate,avg_basket_share_rate,avg_store_sales_share_rate,avg_category_sales_share_rate,none_avg_sales,none_incidence,none_sales_per_visitor,none_buyer_penetration,none_basket_share,none_category_sales_share,raw_sales_lift_vs_none_pct,incidence_diff_pp,sales_per_visitor_lift_pct,buyer_penetration_lift_pct,basket_share_lift_pct,category_sales_share_lift_pct
commodity_top30,BACON,both,2264,22,70,249,2.081802120141343,0.0,0.44920494699646646,0.5428445229681979,0.12049195411121073,0.03099171918927309,0.018204941369841333,0.0022742362061166418,0.32637416482005527,,,,,,,,,,,,
commodity_top30,BAG SNACKS,none,216,40,30,94,0.6854166666666667,0.0,0.24074074074074073,0.25925925925925924,0.02858529529764867,0.011380825748734188,0.006557716845245391,0.0005479515084425565,0.030157603321297938,0.6854166666666667,0.24074074074074073,0.02858529529764867,0.011380825748734188,0.006557716845245391,0.030157603321297938,0.0,0.0,0.0,0.0,0.0,0.0
commodity_top30,BAG SNACKS,display_only,18461,154,102,1097,0.5606028925843687,0.0,0.22051893180217758,0.24289041763718108,0.03227453940490097,0.014061015060311165,0.008334919993472958,0.0006300531302461034,0.03351179083140536,0.6854166666666667,0.24074074074074073,0.02858529529764867,0.011380825748734188,0.006557716845245391,0.030157603321297938,-18.209912328116427,-2.0221808938563153,12.906090592514419,23.550042595767493,27.100943669382605,11.12219520355129
commodity_top30,BAG SNACKS,mailer_only,7078,102,100,943,0.5562489403786373,0.0,0.22520486012998023,0.24894037863803334,0.029832248880728617,0.01346551089851704,0.008068858775315301,0.0005907648719806641,0.029794605294017115,0.6854166666666667,0.24074074074074073,0.02858529529764867,0.011380825748734188,0.006557716845245391,0.030157603321297938,-18.845139397645628,-1.55358806107605,4.362220400719519,18.31752102886486,23.043720333328356,-1.2036700112189158
commodity_top30,BAG SNACKS,both,10207,88,102,934,0.7344812383658323,0.0,0.298814539041834,0.3517194082492407,0.042049823952408576,0.020064408322096248,0.01188813932074687,0.0008398164723172633,0.042487870204606995,0.6854166666666667,0.24074074074074073,0.02858529529764867,0.011380825748734188,0.006557716845245391,0.030157603321297938,7.158356965227819,5.80737983010933,47.102989542554965,76.30011007178345,81.28473066607398,40.88609678939959
commodity_top30,BAKED BREAD/BUNS/ROLLS,none,610,69,33,200,0.6684426229508197,0.0,0.31311475409836065,0.40491803278688526,0.0291494174468382,0.018126556494184185,0.010559842824900995,0.0005970122153393191,0.03295245614187968,0.6684426229508197,0.31311475409836065,0.0291494174468382,0.018126556494184185,0.010559842824900995,0.03295245614187968,0.0,0.0,0.0,0.0,0.0,0.0
commodity_top30,BAKED BREAD/BUNS/ROLLS,display_only,19837,144,106,1216,0.8637586328577835,0.0,0.4167464838433231,0.5639461612138932,0.05190325171033861,0.03394882731991531,0.02034351653177242,0.00104533532634804,0.057246846885661555,0.6684426229508197,0.31311475409836065,0.0291494174468382,0.018126556494184185,0.010559842824900995,0.03295245614187968,29.21956248761446,10.363172974496242,78.05931046477394,87.2877914280499,92.64980425466848,73.72558403288743
commodity_top30,BAKED BREAD/BUNS/ROLLS,mailer_only,8729,94,107,923,0.5616015580249752,0.0,0.3403597204719899,0.44460992095314467,0.03295917237388085,0.026244824601798198,0.015674951943359904,0.0006637778306443966,0.03686769792352019,0.6684426229508197,0.31311475409836065,0.0291494174468382,0.018126556494184185,0.010559842824900995,0.03295245614187968,-15.983580528452512,2.7244966373629276,13.069746364539746,44.7865986582654,48.43925428887117,11.881486966504395
commodity_top30,BAKED BREAD/BUNS/ROLLS,both,7248,63,103,837,0.9308567880794765,0.79,0.5092439293598234,0.7466887417218543,0.055339318781016805,0.04433673021206949,0.026672151985378034,0.0011416402586081325,0.0629820126679389,0.6684426229508197,0.31311475409836065,0.0291494174468382,0.018126556494184185,0.010559842824900995,0.03295245614187968,39.25754524303633,19.61291752614628,89.84708316021386,144.59543778375505,152.58095624759548,91.12994915087465
commodity_top30,BEEF,mailer_only,18990,64,106,1243,2.812380200105321,0.0,0.3422327540810953,0.45687203791469194,0.16541066822388414,0.02673755493582654,0.016076712696006565,0.0031871852731740384,0.07837204517497197,,,,,,,,,,,,
commodity_top30,BEERS/ALES,display_only,4200,62,72,178,2.9972619047618925,0.0,0.22166666666666668,0.23,0.1802160858614768,0.013464263160851914,0.00854110144906308,0.0035272545407623803,0.1336322040273168,,,,,,,,,,,,
commodity_top30,BEERS/ALES,mailer_only,322,27,52,93,4.286956521739131,0.0,0.2329192546583851,0.2391304347826087,0.25083337154659996,0.01429271564367955,0.009262304204615565,0.004807362427973135,0.14659765751201664,,,,,,,,,,,,
commodity_top30,BEERS/ALES,both,385,26,53,95,5.307792207792209,0.0,0.2909090909090909,0.2961038961038961,0.3398768619876502,0.018547223800624988,0.011630862248176811,0.006119784299355497,0.18769527041162343,,,,,,,,,,,,
commodity_top30,BREAKFAST SAUSAGE/SANDWICHES,display_only,1382,33,61,145,0.9111360347322721,0.0,0.19609261939218525,0.20911722141823444,0.05968628947198554,0.013618906855694715,0.008255687919414953,0.0011561106707108706,0.12870989755331866,,,,,,,,,,,,
commodity_top30,BREAKFAST SAUSAGE/SANDWICHES,mailer_only,1620,43,78,244,1.0383271604938273,0.0,0.27469135802469136,0.29814814814814816,0.060046250905781036,0.01731744514835523,0.010400166077353605,0.001125114584946161,0.17783176125158326,,,,,,,,,,,,
commodity_top30,BREAKFAST SAUSAGE/SANDWICHES,both,1966,37,72,213,1.6033112919633776,0.0,0.38351983723296035,0.4486266531027467,0.09551562111631483,0.02677155196295468,0.01581321345049123,0.0017616285180291585,0.24037794549808372,,,,,,,,,,,,
