household_key,is_candidate_analysis,is_primary_analysis,is_primary_eligible1_analysis,is_primary_all_weeks_analysis,is_primary_no_history_filter_analysis,is_home70_analysis,first_observed_week,baseline_baskets,n_baseline_purchase_weeks,baseline_weekly_visit_rate,home_store_id,baseline_home_store_share,outcome_home_store_share,n_eligible_products,n_eligible_products_all_weeks,n_repeated_products_no_history_filter,original_top20_baskets,eligible_original_top20_baskets,excluded_weight_share
1877,1,0,1,0,1,0,5,20,12,0.5454545454545454,335,0.9,0.9069767441860465,2,2,6,30,4,0.8666666666666667
1878,1,0,1,0,0,0,2,17,9,0.36,313,0.9411764705882353,0.8333333333333334,3,3,4,25,7,0.72
1879,1,1,1,1,1,1,15,47,12,1.0,315,1.0,1.0,20,20,20,248,144,0.4193548387096774
1880,1,0,1,0,1,0,10,14,11,0.6470588235294118,31401,0.6428571428571429,0.0,4,4,5,25,8,0.6799999999999999
1881,1,1,1,1,1,1,16,12,9,0.8181818181818182,367,0.8333333333333334,0.9906542056074766,9,11,16,50,28,0.43999999999999995
1882,1,0,0,0,0,0,10,14,6,0.35294117647058826,367,0.35714285714285715,0.08333333333333333,4,5,6,28,10,0.6428571428571428
1883,1,1,1,1,1,0,7,35,17,0.85,401,0.6285714285714286,0.6153846153846154,9,12,13,35,20,0.4285714285714286
1886,1,0,0,0,0,0,3,17,6,0.25,317,1.0,0.5384615384615384,6,7,7,30,15,0.5
1887,1,0,0,0,0,0,5,5,5,0.22727272727272727,292,0.8,0.6097560975609756,1,1,1,22,3,0.8636363636363636
1888,1,0,0,0,0,0,11,8,4,0.25,31782,0.625,1.0,2,2,2,22,4,0.8181818181818181
1889,1,0,1,0,0,0,15,11,8,0.6666666666666666,369,0.5454545454545454,0.9428571428571428,1,1,1,22,3,0.8636363636363636
1890,1,0,0,0,0,0,12,8,6,0.4,367,0.75,0.9523809523809523,12,12,16,47,34,0.276595744680851
1891,1,0,0,0,0,0,14,6,5,0.38461538461538464,361,0.6666666666666666,0.6666666666666666,7,10,13,36,16,0.5555555555555556
1892,1,1,1,1,1,0,16,41,9,0.8181818181818182,421,0.6341463414634146,0.4389312977099237,10,11,16,49,26,0.4693877551020408
1895,1,0,1,0,1,0,7,21,10,0.5,368,0.6190476190476191,0.0,2,2,6,28,4,0.8571428571428572
1896,1,0,1,0,0,0,11,25,10,0.625,369,0.52,0.01,1,2,4,27,2,0.9259259259259259
1898,1,1,1,1,1,0,14,12,8,0.6153846153846154,384,0.5833333333333334,0.22857142857142856,5,6,9,32,10,0.6875
1899,1,0,0,0,0,0,4,17,13,0.5652173913043478,31782,0.47058823529411764,0.9807692307692307,20,20,20,110,100,0.09090909090909094
1900,1,0,0,0,0,0,17,5,5,0.5,329,0.8,0.92,10,12,20,46,20,0.5652173913043479
1901,1,1,1,1,1,1,9,213,18,1.0,319,0.9953051643192489,0.9564516129032258,20,20,20,152,63,0.5855263157894737
1902,1,0,0,0,0,0,9,5,4,0.2222222222222222,320,0.8,0.5625,2,2,2,22,4,0.8181818181818181
1903,1,0,0,0,0,0,11,6,4,0.25,363,1.0,0.7647058823529411,3,5,5,25,6,0.76
1904,1,0,1,0,1,0,9,13,11,0.6111111111111112,364,0.6923076923076923,0.2857142857142857,4,4,5,26,9,0.6538461538461539
1905,1,1,1,1,1,0,2,25,15,0.6,375,0.64,0.0,9,11,17,47,23,0.5106382978723405
1906,1,1,1,1,1,0,16,26,10,0.9090909090909091,412,0.6538461538461539,0.23529411764705882,20,20,20,76,49,0.35526315789473684
1907,1,1,1,1,1,0,16,45,10,0.9090909090909091,31762,0.6,0.256797583081571,20,20,20,84,46,0.45238095238095233
1908,1,0,0,0,0,0,10,7,7,0.4117647058823529,359,1.0,0.9354838709677419,7,7,7,29,16,0.4482758620689655
1910,1,1,1,1,1,1,4,12,9,0.391304347826087,401,0.9166666666666666,0.0,7,12,16,49,21,0.5714285714285714
1911,1,0,1,0,0,0,16,14,9,0.8181818181818182,436,0.9285714285714286,0.7363636363636363,3,3,3,26,9,0.6538461538461539
1912,1,1,1,1,1,1,12,20,14,0.9333333333333333,424,1.0,0.9342105263157895,18,20,20,76,38,0.5
1913,1,0,0,0,0,0,1,10,7,0.2692307692307692,427,1.0,0.9210526315789473,3,4,5,25,6,0.76
1914,1,1,1,1,1,0,6,47,20,0.9523809523809523,448,0.5531914893617021,0.5462962962962963,20,20,20,190,72,0.6210526315789473
1916,1,0,0,0,0,0,1,32,16,0.6153846153846154,446,0.375,0.22033898305084745,13,19,20,47,21,0.5531914893617021
1917,1,1,1,1,1,1,2,84,25,1.0,32004,1.0,1.0,20,20,20,171,142,0.16959064327485385
1918,1,1,1,1,1,1,13,26,13,0.9285714285714286,361,1.0,0.6046511627906976,20,20,20,83,73,0.12048192771084343
1919,1,1,1,1,1,1,8,16,11,0.5789473684210527,384,0.8125,0.9397590361445783,20,20,20,62,45,0.27419354838709675
1920,1,0,0,0,0,0,16,12,5,0.45454545454545453,299,1.0,0.8846153846153846,7,7,9,29,14,0.5172413793103448
1921,1,0,0,0,0,0,16,11,6,0.5454545454545454,358,0.6363636363636364,0.4891304347826087,3,4,7,29,7,0.7586206896551724
1922,1,1,1,1,1,1,9,26,13,0.7222222222222222,334,0.9230769230769231,0.9069767441860465,13,14,17,44,31,0.2954545454545454
1923,1,1,1,1,1,0,8,30,15,0.7894736842105263,448,0.6,0.125,20,20,20,66,41,0.3787878787878788
1924,1,1,1,1,1,1,16,21,11,1.0,31642,0.9523809523809523,0.9390862944162437,16,17,20,68,51,0.25
1925,1,1,1,1,1,1,10,53,17,1.0,327,0.7169811320754716,0.38461538461538464,20,20,20,116,86,0.2586206896551724
1926,1,0,0,0,0,0,15,7,6,0.5,412,0.2857142857142857,0.21875,8,8,8,28,16,0.4285714285714286
1927,1,0,0,0,0,0,13,7,3,0.21428571428571427,381,0.5714285714285714,0.7472527472527473,6,6,8,29,13,0.5517241379310345
1928,1,1,1,1,1,0,5,29,18,0.8181818181818182,447,0.6206896551724138,0.7349397590361446,20,20,20,78,63,0.1923076923076923
1929,1,1,1,1,1,1,1,16,12,0.46153846153846156,441,0.875,0.8695652173913043,20,20,20,120,71,0.4083333333333333
1930,1,1,1,1,1,0,14,67,12,0.9230769230769231,346,0.6417910447761194,0.22608695652173913,18,20,20,56,26,0.5357142857142857
1931,1,1,1,1,1,1,9,24,14,0.7777777777777778,313,0.875,0.8701298701298701,9,10,16,53,30,0.4339622641509434
1932,1,0,1,0,1,0,5,10,9,0.4090909090909091,327,0.8,0.6451612903225806,3,3,6,29,9,0.6896551724137931
1933,1,1,1,1,1,1,6,27,12,0.5714285714285714,322,0.7777777777777778,0.0,11,14,20,57,27,0.5263157894736843
1934,1,0,0,0,0,0,5,7,6,0.2727272727272727,323,0.8571428571428571,0.75,5,6,11,32,10,0.6875
1935,1,1,1,1,1,1,17,20,9,0.9,367,1.0,0.9935064935064936,18,20,20,78,42,0.46153846153846156
1936,1,1,1,1,1,1,5,104,20,0.9090909090909091,361,0.9038461538461539,0.876750700280112,20,20,20,127,68,0.4645669291338582
1937,1,0,0,0,0,0,6,32,17,0.8095238095238095,337,0.4375,0.31746031746031744,20,20,20,162,76,0.5308641975308642
1938,1,1,1,1,1,1,10,10,9,0.5294117647058824,338,0.8,0.5,8,9,9,38,25,0.3421052631578947
1939,1,1,1,1,1,1,3,15,8,0.3333333333333333,408,0.9333333333333333,0.9491525423728814,20,20,20,61,43,0.29508196721311475
1940,1,1,1,1,1,1,7,22,17,0.85,340,0.7272727272727273,0.8679245283018868,20,20,20,110,78,0.2909090909090909
1941,1,1,1,1,1,1,14,21,10,0.7692307692307693,321,1.0,0.45045045045045046,8,10,12,45,29,0.3555555555555555
1942,1,1,1,1,1,0,15,26,11,0.9166666666666666,448,0.5769230769230769,0.10569105691056911,5,5,6,32,12,0.625
1943,1,1,1,1,1,1,2,62,24,0.96,306,0.8064516129032258,0.006666666666666667,20,20,20,99,76,0.23232323232323238
1944,1,1,1,1,1,1,13,25,13,0.9285714285714286,361,0.88,0.6558441558441559,20,20,20,105,73,0.3047619047619048
1946,1,0,0,0,0,0,4,7,7,0.30434782608695654,400,0.7142857142857143,0.8809523809523809,13,14,18,45,33,0.2666666666666667
1950,1,0,0,0,0,0,9,7,2,0.1111111111111111,295,1.0,0.125,2,2,2,22,4,0.8181818181818181
1952,1,0,0,0,0,0,12,5,4,0.26666666666666666,354,1.0,0.03225806451612903,1,1,1,21,2,0.9047619047619048
1953,1,0,0,0,0,0,11,13,8,0.5,381,0.38461538461538464,0.04040404040404041,7,9,10,30,14,0.5333333333333333
1954,1,1,1,1,1,1,5,21,14,0.6363636363636364,339,0.9047619047619048,0.5737704918032787,6,7,12,49,18,0.6326530612244898
1955,1,1,1,1,1,1,3,27,15,0.625,408,0.8888888888888888,0.3488372093023256,20,20,20,81,51,0.37037037037037035
1956,1,1,1,1,1,1,7,10,8,0.4,330,0.8,0.22,15,17,18,39,30,0.23076923076923073
1959,1,1,1,1,1,0,11,22,11,0.6875,323,0.5454545454545454,0.6097560975609756,18,20,20,71,56,0.21126760563380287
1960,1,1,1,1,1,1,12,18,10,0.6666666666666666,341,1.0,0.958904109589041,6,8,9,31,13,0.5806451612903225
1961,1,1,1,1,1,1,5,35,16,0.7272727272727273,364,0.8857142857142857,0.7857142857142857,20,20,20,60,29,0.5166666666666666
1962,1,0,0,0,0,0,11,12,7,0.4375,401,0.8333333333333334,0.4789915966386555,8,12,17,44,22,0.5
1963,1,1,1,1,1,1,11,10,8,0.5,427,0.7,0.275,13,13,14,46,38,0.17391304347826086
1964,1,1,1,1,1,1,17,9,9,0.9,424,0.7777777777777778,0.9137931034482759,7,9,12,36,17,0.5277777777777778
1965,1,0,1,0,1,0,16,19,9,0.8181818181818182,323,1.0,0.993006993006993,4,4,8,35,13,0.6285714285714286
1966,1,1,1,1,1,1,17,14,8,0.8,320,0.7857142857142857,0.5181818181818182,20,20,20,58,43,0.2586206896551724
1967,1,0,0,0,0,0,3,8,6,0.25,445,0.625,0.5538461538461539,9,10,11,32,19,0.40625
1968,1,1,1,1,1,1,10,13,11,0.6470588235294118,321,1.0,1.0,18,20,20,59,50,0.15254237288135597
1969,1,1,1,1,1,1,12,40,15,1.0,356,0.95,0.946524064171123,20,20,20,76,63,0.17105263157894735
1970,1,0,1,1,1,0,10,14,9,0.5294117647058824,297,0.5714285714285714,0.018518518518518517,2,7,7,28,5,0.8214285714285714
1971,1,1,1,1,1,0,4,58,21,0.9130434782608695,310,0.5,0.5625,20,20,20,157,95,0.39490445859872614
1972,1,0,0,0,0,0,17,12,7,0.7,31642,0.5,0.4537037037037037,6,8,10,32,13,0.59375
1973,1,1,1,1,1,1,9,81,18,1.0,402,1.0,1.0,18,20,20,112,88,0.2142857142857143
1974,1,1,1,1,1,0,4,70,22,0.9565217391304348,317,0.6714285714285714,0.5859375,20,20,20,143,128,0.1048951048951049
1975,1,1,1,1,1,0,7,62,20,1.0,369,0.5161290322580645,0.27181208053691275,20,20,20,120,69,0.42500000000000004
1976,1,1,1,1,1,0,11,38,16,1.0,441,0.5789473684210527,0.7142857142857143,20,20,20,73,34,0.5342465753424658
1978,1,1,1,1,1,1,5,22,14,0.6363636363636364,321,0.8636363636363636,0.7272727272727273,11,12,13,45,34,0.24444444444444446
1979,1,1,1,1,1,1,7,24,13,0.65,31862,0.875,0.7368421052631579,7,9,9,32,17,0.46875
1980,1,1,1,1,1,0,7,10,9,0.45,438,0.6,0.75,15,20,20,50,28,0.43999999999999995
1981,1,1,1,1,1,0,12,18,12,0.8,424,0.6666666666666666,0.225,12,19,20,52,32,0.3846153846153846
1982,1,1,1,1,1,1,16,37,11,1.0,319,1.0,0.9836065573770492,20,20,20,135,112,0.1703703703703704
1983,1,0,0,0,0,0,12,13,7,0.4666666666666667,327,1.0,0.68,18,20,20,50,32,0.36
1985,1,1,1,1,1,0,7,25,15,0.75,359,0.6,0.7421875,16,19,20,61,53,0.1311475409836066
1988,1,1,1,1,1,0,11,36,15,0.9375,384,0.5555555555555556,0.8918918918918919,11,12,18,56,37,0.3392857142857143
1989,1,1,1,1,1,1,12,13,12,0.8,343,1.0,0.9637681159420289,18,20,20,59,43,0.27118644067796616
1990,1,1,1,1,1,1,13,18,10,0.7142857142857143,321,1.0,0.9292035398230089,19,20,20,61,46,0.24590163934426235
1993,1,1,1,1,1,1,14,23,11,0.8461538461538461,391,0.7391304347826086,0.6271186440677966,14,16,19,48,37,0.22916666666666663
1994,1,1,1,1,1,1,7,10,8,0.4,401,0.8,0.26666666666666666,10,10,10,37,27,0.2702702702702703
1995,1,0,0,0,0,0,18,13,7,0.7777777777777778,292,0.8461538461538461,0.7426470588235294,20,20,20,90,56,0.37777777777777777
1996,1,0,0,0,0,0,7,22,17,0.85,396,0.36363636363636365,0.25,11,15,16,41,25,0.3902439024390244
1997,1,0,0,0,0,0,11,6,5,0.3125,367,1.0,0.9661016949152542,4,4,5,25,8,0.6799999999999999
1998,1,1,1,1,1,1,10,75,17,1.0,288,1.0,0.996078431372549,20,20,20,200,116,0.42000000000000004
1999,1,0,0,0,0,0,17,11,5,0.5,360,0.8181818181818182,0.525,2,2,4,25,5,0.8
2000,1,1,1,1,1,1,8,21,14,0.7368421052631579,402,0.7619047619047619,0.1794871794871795,7,7,10,42,25,0.40476190476190477
2001,1,1,1,1,1,0,5,12,10,0.45454545454545453,384,0.6666666666666666,0.21739130434782608,8,8,9,37,24,0.3513513513513513
2002,1,1,1,1,1,0,3,18,13,0.5416666666666666,320,0.6111111111111112,0.37777777777777777,20,20,20,72,56,0.2222222222222222
2004,1,1,1,1,1,1,11,36,16,1.0,31782,1.0,0.8653846153846154,20,20,20,136,101,0.25735294117647056
2005,1,0,0,0,0,0,10,6,6,0.35294117647058826,298,1.0,0.41304347826086957,2,2,5,25,4,0.84
2006,1,1,1,1,1,1,4,21,15,0.6521739130434783,31582,1.0,0.6547619047619048,20,20,20,121,113,0.06611570247933884
2007,1,0,0,0,0,0,10,30,16,0.9411764705882353,335,0.36666666666666664,0.23717948717948717,20,20,20,101,64,0.36633663366336633
2010,1,1,1,1,1,1,16,20,10,0.9090909090909091,300,0.7,0.5714285714285714,18,19,20,48,42,0.125
2011,1,0,1,0,0,0,9,12,9,0.5,447,0.8333333333333334,0.7142857142857143,1,1,3,28,2,0.9285714285714286
2012,1,1,1,1,1,1,11,53,14,0.875,306,0.8490566037735849,0.21285140562248997,20,20,20,111,42,0.6216216216216216
2013,1,0,1,0,0,0,8,19,12,0.631578947368421,293,0.5789473684210527,0.6081081081081081,1,2,3,23,2,0.9130434782608696
2014,1,1,1,1,1,1,16,12,8,0.7272727272727273,292,1.0,0.875,9,11,16,41,21,0.4878048780487805
2015,1,1,1,1,1,1,11,20,14,0.875,296,0.8,0.9607843137254902,20,20,20,119,86,0.2773109243697479
2016,1,1,1,1,1,1,7,60,16,0.8,339,0.95,0.6923076923076923,20,20,20,93,54,0.4193548387096774
2017,1,1,1,1,1,1,11,20,13,0.8125,321,0.85,1.0,6,8,13,42,21,0.5
2018,1,1,1,1,1,1,1,15,12,0.46153846153846156,402,0.8666666666666667,0.6923076923076923,9,13,19,46,25,0.4565217391304348
2019,1,0,1,0,0,0,15,13,8,0.6666666666666666,442,1.0,0.14779874213836477,1,2,3,23,2,0.9130434782608696
2020,1,1,1,1,1,1,9,36,16,0.8888888888888888,396,0.8611111111111112,0.9490740740740741,20,20,20,66,42,0.36363636363636365
2021,1,1,1,1,1,1,7,20,11,0.55,443,1.0,1.0,6,6,7,33,18,0.4545454545454546
2022,1,0,0,0,0,0,14,9,6,0.46153846153846156,438,0.7777777777777778,0.8441558441558441,14,17,20,56,38,0.3214285714285714
2023,1,0,0,0,0,0,14,6,6,0.46153846153846156,404,0.6666666666666666,0.4752475247524752,5,7,7,26,13,0.5
2024,1,0,0,0,0,0,9,23,12,0.6666666666666666,317,0.43478260869565216,0.24324324324324326,17,20,20,51,34,0.33333333333333337
2025,1,0,1,0,0,0,9,11,10,0.5555555555555556,345,0.9090909090909091,0.9545454545454546,1,1,3,27,2,0.9259259259259259
2027,1,1,1,1,1,0,4,17,11,0.4782608695652174,445,0.5882352941176471,0.2,6,6,10,32,14,0.5625
2028,1,1,1,1,1,1,3,23,16,0.6666666666666666,424,0.9565217391304348,0.5,20,20,20,59,47,0.2033898305084746
2030,1,0,0,0,0,0,16,6,5,0.45454545454545453,404,1.0,0.9,2,2,3,23,4,0.8260869565217391
2031,1,0,0,0,0,0,17,5,2,0.2,337,0.6,0.5,1,1,1,20,2,0.9
2032,1,0,1,0,1,0,10,16,11,0.6470588235294118,306,0.9375,0.46,4,4,5,29,12,0.5862068965517242
2033,1,0,0,0,0,0,11,14,10,0.625,391,0.42857142857142855,0.12087912087912088,8,13,13,38,18,0.5263157894736843
2035,1,1,1,1,1,0,7,16,12,0.6,359,0.5,0.09615384615384616,13,15,17,39,28,0.28205128205128205
2037,1,1,1,1,1,1,15,23,11,0.9166666666666666,389,0.9565217391304348,0.7837837837837838,20,20,20,73,66,0.09589041095890416
2038,1,0,0,0,0,0,5,5,5,0.22727272727272727,352,0.6,0.3148148148148148,1,1,1,21,2,0.9047619047619048
2039,1,1,1,1,1,1,2,41,11,0.44,329,0.975609756097561,0.9666666666666667,20,20,20,74,52,0.29729729729729726
2040,1,1,1,1,1,1,10,69,10,0.5882352941176471,408,1.0,0.9943342776203966,10,20,20,102,17,0.8333333333333334
2041,1,0,0,0,0,0,17,12,7,0.7,361,0.8333333333333334,0.2846715328467153,2,4,7,28,4,0.8571428571428572
2042,1,0,0,0,0,0,8,5,5,0.2631578947368421,31782,0.6,0.625,20,20,20,56,38,0.3214285714285714
2043,1,0,0,0,0,0,14,7,7,0.5384615384615384,295,1.0,0.9482758620689655,12,14,20,50,30,0.4
2044,1,1,1,1,1,0,1,18,15,0.5769230769230769,356,0.5,0.5333333333333333,9,10,12,34,18,0.47058823529411764
2046,1,0,1,0,0,0,9,14,12,0.6666666666666666,321,0.5,0.14705882352941177,1,1,1,22,3,0.8636363636363636
2047,1,0,0,0,0,0,16,10,7,0.6363636363636364,436,0.8,0.24770642201834864,3,9,17,42,6,0.8571428571428572
2049,1,0,0,0,0,0,7,6,6,0.3,389,1.0,0.9310344827586207,13,13,17,39,27,0.3076923076923077
2050,1,1,1,1,1,1,3,37,18,0.75,432,1.0,0.9917355371900827,20,20,20,56,44,0.2142857142857143
2051,1,1,1,1,1,1,3,188,24,1.0,358,0.9148936170212766,0.88,20,20,20,292,151,0.48287671232876717
2053,1,1,1,1,1,0,15,27,11,0.9166666666666666,321,0.6666666666666666,0.7681159420289855,20,20,20,79,46,0.4177215189873418
2054,1,0,0,0,0,0,7,8,7,0.35,296,1.0,0.9411764705882353,1,1,1,20,3,0.85
2056,1,0,1,0,1,0,14,20,9,0.6923076923076923,341,1.0,1.0,4,4,7,34,13,0.6176470588235294
2058,1,1,1,1,1,1,2,44,22,0.88,367,0.8863636363636364,0.9669421487603306,20,20,20,124,79,0.3629032258064516
2059,1,0,0,0,0,0,14,10,5,0.38461538461538464,448,0.8,0.3902439024390244,5,5,12,34,11,0.6764705882352942
2062,1,1,1,1,1,0,6,84,21,1.0,372,0.6666666666666666,0.3208955223880597,20,20,20,136,109,0.19852941176470584
2063,1,1,1,1,1,1,7,30,19,0.95,333,1.0,1.0,20,20,20,117,82,0.2991452991452992
2064,1,0,1,0,0,0,3,30,14,0.5833333333333334,367,0.6,0.05063291139240506,2,3,4,24,4,0.8333333333333334
2065,1,1,1,1,1,0,10,16,11,0.6470588235294118,410,0.6875,0.0,9,9,9,37,26,0.29729729729729726
2066,1,1,1,1,1,1,10,21,12,0.7058823529411765,295,0.7619047619047619,0.26666666666666666,7,8,11,36,19,0.4722222222222222
2067,1,0,0,0,0,0,15,5,3,0.25,340,0.8,1.0,2,3,5,26,4,0.8461538461538461
2068,1,1,1,1,1,1,12,11,10,0.6666666666666666,324,1.0,0.9381443298969072,15,17,18,51,42,0.17647058823529416
2069,1,0,0,0,0,0,6,22,11,0.5238095238095238,313,0.45454545454545453,0.3880597014925373,9,9,11,34,21,0.38235294117647056
2070,1,1,1,1,1,1,14,41,13,1.0,311,0.926829268292683,0.9570446735395189,12,15,20,55,33,0.4
2071,1,0,0,0,0,0,17,9,6,0.6,340,1.0,0.9444444444444444,1,1,1,17,2,0.8823529411764706
2072,1,0,0,0,0,0,14,11,6,0.46153846153846156,379,0.8181818181818182,1.0,5,7,10,35,15,0.5714285714285714
2073,1,1,1,1,1,0,10,50,17,1.0,403,0.6,0.5,20,20,20,87,67,0.22988505747126442
2075,1,0,0,0,0,0,5,10,7,0.3181818181818182,370,1.0,0.09090909090909091,9,11,14,38,22,0.42105263157894735
2076,1,1,1,1,1,1,7,59,19,0.95,429,0.7796610169491526,0.7409326424870466,20,20,20,131,106,0.19083969465648853
2077,1,0,0,0,0,0,13,30,12,0.8571428571428571,365,0.4666666666666667,0.5063291139240507,10,17,20,64,29,0.546875
2078,1,1,1,1,1,0,5,39,22,1.0,343,0.6923076923076923,0.9423076923076923,5,6,11,57,11,0.8070175438596492
2079,1,1,1,1,1,1,10,35,15,0.8823529411764706,438,0.7142857142857143,0.6071428571428571,20,20,20,93,60,0.3548387096774194
2080,1,1,1,1,1,1,10,62,17,1.0,343,1.0,0.5671641791044776,20,20,20,182,127,0.30219780219780223
2081,1,0,0,0,0,0,14,15,9,0.6923076923076923,358,0.3333333333333333,0.45,6,8,9,32,14,0.5625
2082,1,1,1,1,1,0,15,22,9,0.75,361,0.5,0.5575757575757576,20,20,20,46,27,0.4130434782608695
2083,1,1,1,1,1,0,12,76,15,1.0,315,0.618421052631579,0.7557755775577558,20,20,20,113,59,0.47787610619469023
2084,1,0,0,0,0,0,15,11,7,0.5833333333333334,354,0.7272727272727273,0.4583333333333333,4,4,5,21,9,0.5714285714285714
2085,1,1,1,1,1,1,8,41,16,0.8421052631578947,335,0.8536585365853658,0.9201277955271565,20,20,20,112,81,0.2767857142857143
2086,1,1,1,1,1,1,12,92,13,0.8666666666666667,436,0.8478260869565217,0.7803347280334728,12,17,20,111,26,0.7657657657657657
2087,1,1,1,1,1,1,5,49,21,0.9545454545454546,345,1.0,0.9887640449438202,20,20,20,98,67,0.3163265306122449
2088,1,1,1,1,1,1,4,22,16,0.6956521739130435,304,0.9090909090909091,0.8352941176470589,20,20,20,99,82,0.1717171717171717
2090,1,0,1,0,0,0,6,11,9,0.42857142857142855,319,1.0,1.0,2,2,3,24,5,0.7916666666666666
2092,1,1,1,1,1,1,15,19,9,0.75,310,0.7368421052631579,0.6116504854368932,7,9,14,38,17,0.5526315789473684
2094,1,1,1,1,1,1,9,13,9,0.5,333,1.0,0.9672131147540983,13,16,20,56,39,0.3035714285714286
2095,1,0,0,0,0,0,1,22,16,0.6153846153846154,292,0.3181818181818182,0.22857142857142856,20,20,20,73,30,0.589041095890411
2096,1,0,0,0,0,0,14,10,5,0.38461538461538464,311,1.0,1.0,4,4,4,24,8,0.6666666666666667
2097,1,1,1,1,1,1,4,54,21,0.9130434782608695,403,0.7962962962962963,0.722972972972973,20,20,20,97,80,0.17525773195876293
2099,1,0,0,0,0,0,4,5,5,0.21739130434782608,335,0.4,0.2916666666666667,1,1,3,21,2,0.9047619047619048
2100,1,0,0,0,0,0,16,8,6,0.5454545454545454,311,1.0,0.8064516129032258,20,20,20,57,53,0.07017543859649122
2102,1,1,1,1,1,1,2,15,11,0.44,450,0.9333333333333333,0.6966292134831461,7,8,13,39,16,0.5897435897435898
2105,1,1,1,1,1,1,1,19,9,0.34615384615384615,446,0.7894736842105263,0.8125,20,20,20,65,41,0.36923076923076925
2106,1,1,1,1,1,1,6,33,16,0.7619047619047619,367,0.7878787878787878,0.5789473684210527,20,20,20,89,65,0.2696629213483146
2107,1,1,1,1,1,1,11,12,10,0.625,317,0.8333333333333334,0.41333333333333333,17,18,20,50,44,0.12
2108,1,1,1,1,1,1,15,17,11,0.9166666666666666,427,1.0,0.9823008849557522,8,8,8,33,21,0.36363636363636365
2110,1,1,1,1,1,0,1,76,25,0.9615384615384616,375,0.5394736842105263,0.2671232876712329,20,20,20,185,101,0.4540540540540541
2111,1,1,1,1,1,1,3,41,19,0.7916666666666666,403,0.8536585365853658,0.8271604938271605,10,11,15,53,34,0.3584905660377359
2112,1,0,0,0,0,0,4,21,15,0.6521739130434783,321,0.42857142857142855,0.4636363636363636,16,20,20,64,34,0.46875
2113,1,0,0,0,0,0,9,5,4,0.2222222222222222,406,0.4,0.01818181818181818,13,13,14,35,27,0.22857142857142854
2114,1,1,1,1,1,1,5,43,20,0.9090909090909091,343,0.8837209302325582,0.9557522123893806,20,20,20,145,103,0.2896551724137931
2115,1,1,1,1,1,1,11,59,16,1.0,406,0.9661016949152542,0.9073359073359073,20,20,20,149,100,0.32885906040268453
2116,1,0,0,0,0,0,2,54,22,0.88,333,0.4444444444444444,0.2874251497005988,20,20,20,112,60,0.4642857142857143
2117,1,1,1,1,1,1,17,10,9,0.9,355,1.0,1.0,6,6,11,40,17,0.575
2121,1,1,1,1,1,1,17,18,9,0.9,343,1.0,0.860655737704918,18,20,20,57,30,0.4736842105263158
2124,1,1,1,1,1,1,3,45,16,0.6666666666666666,318,1.0,0.9791666666666666,20,20,20,119,78,0.3445378151260504
2126,1,1,1,1,1,0,14,23,11,0.8461538461538461,334,0.6956521739130435,0.7549019607843137,10,13,20,54,26,0.5185185185185186
2128,1,1,1,1,1,0,13,42,14,1.0,31762,0.5238095238095238,0.7,8,9,12,40,17,0.575
2129,1,1,1,1,1,0,16,23,11,1.0,329,0.5217391304347826,0.302158273381295,20,20,20,49,38,0.22448979591836737
2130,1,1,1,1,1,1,16,14,9,0.8181818181818182,429,0.8571428571428571,0.7108433734939759,8,10,14,42,23,0.45238095238095233
2131,1,1,1,1,1,1,17,24,9,0.9,368,0.9583333333333334,0.6608695652173913,7,11,14,46,25,0.4565217391304348
2133,1,0,0,0,0,0,12,22,7,0.4666666666666667,362,0.9545454545454546,0.7796610169491526,19,20,20,66,44,0.33333333333333337
2134,1,1,1,1,1,1,5,17,16,0.7272727272727273,320,1.0,0.9701492537313433,20,20,20,109,58,0.4678899082568807
2135,1,0,0,0,0,0,14,11,6,0.46153846153846156,32004,0.7272727272727273,0.5882352941176471,6,6,7,28,13,0.5357142857142857
2138,1,0,0,0,0,0,16,10,6,0.5454545454545454,427,1.0,0.9285714285714286,2,2,2,22,4,0.8181818181818181
2139,1,0,1,0,1,0,9,49,18,1.0,421,0.9591836734693877,0.9254658385093167,4,4,6,31,8,0.7419354838709677
2141,1,1,1,1,1,1,1,13,10,0.38461538461538464,402,0.8461538461538461,0.4605263157894737,17,20,20,55,43,0.21818181818181814
2142,1,1,1,1,1,0,10,16,10,0.5882352941176471,335,0.625,0.9058823529411765,20,20,20,76,53,0.3026315789473685
2145,1,0,0,0,0,0,14,7,5,0.38461538461538464,31582,0.7142857142857143,0.7419354838709677,3,4,7,28,7,0.75
2146,1,0,0,0,0,0,2,18,16,0.64,389,0.4444444444444444,0.3333333333333333,8,12,19,55,26,0.5272727272727273
2147,1,0,0,0,0,0,18,8,7,0.7777777777777778,356,0.75,0.6976744186046512,20,20,20,58,43,0.2586206896551724
2148,1,1,1,1,1,1,8,33,17,0.8947368421052632,311,1.0,0.9777777777777777,20,20,20,124,92,0.25806451612903225
2151,1,0,0,0,0,0,7,29,12,0.6,446,0.3448275862068966,0.0,12,12,20,52,32,0.3846153846153846
2152,1,0,0,0,0,0,5,5,4,0.18181818181818182,439,0.8,0.85,1,1,1,10,2,0.8
2156,1,1,1,1,1,1,11,21,13,0.8125,327,1.0,0.9651162790697675,20,20,20,114,43,0.6228070175438596
